precision,recall,f1-score,support
0.9975669099756691,0.9715639810426541,0.9843937575030012,422.0
0.993485342019544,0.9967320261437909,0.9951060358890701,306.0
0.9815950920245399,0.9968847352024922,0.9891808346213292,321.0
1.0,0.9975728155339806,0.9987849331713244,412.0
0.9753846153846154,0.9937304075235109,0.984472049689441,319.0
0.9904494382022472,0.9904494382022472,0.9904494382022472,0.9904494382022472
0.9896063918808737,0.9912967930892858,0.9903875221748331,1780.0
0.9905727345591474,0.9904494382022472,0.990443616224318,1780.0
